generation,best_cost
0,2146
1,2146
2,2146
3,2146
4,2038
5,2036
6,2036
7,2036
8,2036
9,2036
10,2036
11,2036
12,2036
13,2036
14,2036
15,2036
16,2036
17,2036
18,2036
19,2036
20,2036
21,2036
22,2036
23,2036
24,2036
25,2036
26,2036
27,2036
28,2036
29,2036
30,2036
31,2036
32,2036
33,2036
34,2036
35,2026
36,2026
37,2026
38,2026
39,2026
40,2026
41,2026
42,2026
43,2026
44,2026
45,2026
46,2026
47,2026
48,2026
49,2026
50,2026
51,2026
52,2026
53,2026
54,2026
55,2026
56,2026
57,2026
58,2026
59,2026
60,2026
61,2026
62,2026
63,2026
64,2026
65,2026
66,2026
67,2026
68,2026
69,2026
70,2026
71,2026
72,2026
73,2026
74,2026
75,2026
76,2026
77,2026
78,2026
79,2026
80,2026
81,2026
82,2026
83,2026
84,2026
85,2026
86,2026
87,2026
88,2026
89,2026
90,2026
